code,course_name,description
HIST-2436,Native American History Since Removal,"From Tonto to Moana, U.S. popular culture is filled with mythological images of Native Americans that scarcely resemble real Indigenous peoples and their complex identities.  This course in modern Native American history offers a corrective to such mythologies by emphasizing the historical experiences and perspectives of Indigenous peoples.  Together we will examine topics as diverse as: Indigenous slavery, the debate over U.S. citizenship, boarding schools, sovereignty and casinos, forced sterilization, and the complicated relationships with the U.S. environmentalist movement from ""Iron Eyes Cody"" to Standing Rock.  We will explore the historical reasons why tropes like the ""noble savage"" supplanted the particular histories of Indigenous peoples and the ways in which those myths continue to overshadow our understanding of Native communities today.  (Offered every other year.)"
HIST-2440,U.S. Society and Politics Since 1945,"This writing-intensive seminar-style course will introduce historical methods and skills through a study of the United States since 1945. We will explore how politics, foreign policy, and culture interacted to shape American society and the role of the United States in the world.  Social movements, hot button political issues, and global conflict will feature prominently in our course readings and discussions. We will examine primary sources, conduct secondary research, and develop our own historical hypotheses about this period. Writing assignments will include primary source analyses, secondary critiques, and a final research project. (Offered every other year.)"
HIST-3361,Economic and Business History of the United States Since 1865,A study of the development of the American economy from the U.S. Civil War to the present. (Also listed as ECON 3345 and BUSN 3345.)  Prerequisites: ECON 1311 and 3 hours of U.S. history or consent of instructor.
HIST-3363,Early American Social History,"Discussion-oriented course focusing on the everyday life of ordinary people from the initial cultural contacts among Europeans, Native Americans, and Africans brought to the New World down through the Revolutionary period. Emphasis on the development and maturation of diverse mainland and island communities in British North America, as well as regional and temporal variations in gender, race, and class relations. Prerequisite: At lease one lower-division course in US History through Reconstruction or Consent of Instructor."
HIST-3366,U.S. Intellectual History Since the Civil War,"This discussion-based course focuses on significant changes in American thought from 1865 to the 1990s.  Topics may include changing ideas about religion, science, modernity, democracy, social reform, race, and gender.  The course will stress critical analysis of primary texts.  Prerequisites:  At least one lower-division course in U.S. history since the Civil War, or consent of instructor"
HIST-3370,Free Blacks in America,"This course traces the lives of free blacks in America from the early seventeenth century to the Civil War. The course examines free blacks in relation to the origins of American slavery, the Revolutionary War, black radicalism, community development, antebellum slavery, and the American Civil War. Attention will be given to issues of class, gender, and identity. Prerequisite: At lease one lower-division US History course, or Consent of Instructor."
HIST-3372,Black Images in Film,"Examines the depictions of blacks in America  cinema from 1915 to present.  This course  introduces students to the history of blacks in  film and examines how film has been used as a tool of social and political commentary.  Attention will be given to issues of race, color, class, and gender.   Prerequisite: At least one lower division U.S.  history course or consent of instructor."
HIST-3374,The Old South,"Historical developments in the South from the late sixteenth century through the Civil War. This course will examine the South in relation to such major topics as the Revolutionary War, slavery, and the rise and fall of the Confederacy. Attention will be given to issues of race, class, gender, identity, and political ideology.  Prerequisite: At lease one lower-division US History course, or Consent of Instructor."
HIST-3375,The Civil War and Reconstruction,"This course focuses on the Civil War and Reconstruction as dramatic and defining episodes in American history. Student will examine the emerging sectional conflicts that led up to the war, the military and social history of the war itself, and Reconstruction, with particular attention given to the construction of ""freedom"" following the upheaval. The class will focus on race, class, gender, and the shaping of individual and collective identities. Prerequisite: At lease one lower-division US History course, or Consent of Instructor."
HIST-3376,History of Texas,"Spanish and Mexican periods; revolution and the Republic; social, political, and economic changes since statehood."
HIST-3464,Politics and Protest in Early America,"This course will examine American political history from the earliest colonial settlements through the antebellum era, emphasizing the informal political speech of those outside formal structures of governance.   We will explore the ways in which ordinary people--pirates and mutineers, Indigenous activists, religious reformers, petitioners, vigilantes, pamphleteers, runaway slaves, anonymous newspaper columnists, boycott organizers, and rebels--used their political voices to demand a ""redress of grievances"" from governing authorities, sometimes turning to violence when words did not achieve their ends.  Approaching early American politics from diverse perspectives allows us to consider from many historical angles: why the right to free speech and petition was the first freedom enshrined in the Bill of Rights, how individuals interpreted and attempted to expand the definition of ""we the people,"" and what role a free press played in the founding of the United States.  After taking this course, you will have a historical basis for understanding the ethical, social, and political questions raised by the rights enshrined in the First Amendment that continue to shape public discourses today. (Offered every other year.)"
HIST-3465,The American Revolution,"Historical interpretations of the period 1763-1793 with focus on the Stamp Act crisis, the final break and war with Great Britain, and state and national constitution-making. Prerequisite: At least one lower-division history course in US History through Reconstruction or Consent of Instructor."
HIST-3469,U.S. Foreign Relations,"A survey of key events, policies, personalities, and ideas that shaped American foreign relations between the late nineteenth century and the present.  (Offered every year)"
HIST-2424,Global China: a History of Migration,"Today, overseas Chinese comprise the fourth-largest diaspora in the world, with millions of Chinese citizens creating communities in nearly every country in the world. The purpose of this class is to explore the history of these overseas communities, taking note of how migration has shaped the identities, cultures, and lived experiences of people who claim some connection to the space that today we call China. Our class will begin in the sixteenth century, which saw the first sustained migrations of peoples from China into Southeast Asia following the Ming dynasty's removal of a ban on maritime trade, and continue to the present day. (Offered every other year.)"
HIST-3438,History of the Holocaust,"This course explores the origins, implementation, and legacy of the Nazi murder of six million Jews in Europe during World War II.  Special attention will be paid to the motivations and actions of the perpetrators, the perspectives of the victims, and historiographical debates concerning the genocide.  (Also listed as GRST 3438.)"
HIST-3442,American Migrant Cities,"This course interrogates ""migrant cities"" in the Americas, that is, cities that grew and developed in relationship to the movement of millions of peoples across regions, borders, and oceans. We will consider three broad migrations: 1) European migrations to Atlantic metropoles such as New York, Buenos Aires, and São Paulo between 1870 and 1930; 2) internal migrations of people (including of African and Indigenous descent) from the U.S. South to northern cities; from the Brazilian northeast to its southern industrial cities; and from peasant communities to cities such as Lima and Mexico City; 3) finally, we will study the South-North migration from Mexico and Central America to the U.S. between 1970 and the present. By comparing these migrations in the United States and Latin America, we will explore how the movement of people has shaped cities across the hemisphere and we will interrogate the commonalities and common histories of both regions. In the process, we will challenge several myths about the United States and Latin America: Is the U.S. ""melting pot"" truly exceptional or has the whole continent been impacted by migrations across regions and borders? Have cities represented spaces of opportunity and liberation for migrants or are they sites where inequality and oppression have simply adopted a different form? How does legal status, race/ethnicity, and economic conditions influence how migrants fare in their new cities? Is the presence of Latinos in U.S. cities a new phenomenon or and an old one? Does this presence represent a threat, an opportunity, or more of the same?"
HIST-3492,Special Topics in History,From time to time the department will offer special topic courses not described in the Courses of Study Bulletin.  Announcement of such courses will be by special prospectus.  May be repeated on different topics.
HCOM-1104,Effective Listening,Effective listening is central to information exchange and the development of successful interpersonal relationships. This course will provide an opportunity to assess one's strengths and weaknesses and to develop the skills for more active listening behavior.
HCOM-1160,Parliamentary Procedure,"An overview of modern parliamentary practice as set forth in the standard work on the subject, Robert's Rules of Order, most newly revised. Consideration will be given to the purpose and functions of parliamentary procedure, the types of assemblies that employ it, and the significant differences between the standard rules of procedure and the specialized rules utilized by legislative bodies."
HCOM-1162,Interviewing,"Examines the goals, techniques, and interpersonal dynamics of the interviewing process. This course focuses on communication skill development in employment, journalistic, counseling, appraisal, persuasive, and research interviews."
HCOM-1170,Leadership Academy,"Leadership Academy is a one-credit comprehensive leadership course for first-year and sophomore students.  It is an experiential leadership course where students learn leadership essentials and explore how their leadership impacts others.  The course requires individuals to explore their own leadership through theory-to-practice transformational leadership activities, small and large group discussions, and reflection. Leadership Academy concludes with a service project."
HCOM-1300,Theories of Human Communication,"Examines the concepts, principles, and applications of human communication theory and research with emphasis on the formats, roles, strategies, and constraints on human communication in varied social contests."
HCOM-1305,Foundations of Linguistics,"Examines the foundations of human language including phonology, morphology, syntax, and semantics.  (Also listed as LING 1300.)"
HCOM-1310,Applied Linguistics,"Examines applications of linguistics in psycholinguistics (language acquisition and language processing), sociolinguistics (language development and change in groups and organizations), the interaction of language and culture, and analytical procedures (discourse and text analysis). (Also listed as LING 1310.)"
HCOM-1323,Oral Interpretation,Examines the performative and other critical approaches to the study of literature. Investigates and explores critical methods for analyzing texts and their application to the oral study and performance of a variety of literary genres. (Same as THTR 1306.)
HCOM-1333,Public Speaking,A basic course in the theory and practice of public speaking. Emphasizes the preparation and adaptation of messages for effective public presentation. Also addresses the development of critical thinking and listening skills. Not available for P/F option.
HCOM-2133,Advanced Public Speaking,Allows student to extend public speaking skills by refining all aspects of the public presentation of their character and material. This course focuses on the creation and delivery of organized discursive presentations for a public and oral venue.  Prerequisite: HCOM 1333 or permission of instructor.
HCOM-2140,Forensics,Independent research and analysis as well as group brainstorming on issues involved in the current national policy debate resolution. Offered in conjunction with participation in the intercollegiate debate program.  May be repeated for no more than six credits.  Prerequisite: Admission by consent of instructor only.
HCOM-2304,Interpersonal Communication,"A basic course in the theory and practice of interpersonal communications with emphasis on intrapersonal concerns, development and maintenance of interpersonal relations through communication, and the practical skills necessary for interpersonal effectiveness."
HCOM-2312,Nonverbal Communication,"Nonverbal Communication is a course designed to familiarize students with theoretical concepts and research centered on the nonverbal aspects of meaning making.  Nonverbal Communication refers to everything we use to communicate besides words themselves.  This includes ways we use our voices, faces, bodies, and clothing, to create meaning, as well as the ways we use time, space, and touch. So much of communication happens in place of and alongside the use of language.  Students will learn about these modes of communication as well as their evolutionary and social origins."
HCOM-2313,Voice and Speech,"Students will develop a foundation for voice work that focuses on freeing the instrument from tension as well as improving overall diction, articulation, tone, quality, and volume.  By developing breath awareness and enhancing the responsiveness of the vocal resonating chambers, students will develop and strengthen their articulation, identify and address personal speech issues, and cultivate a free and expressive voice to address any audience. (Offered every year) (Also listed as THTR 2354.)"
HCOM-2350,Classical Rhetorical Theory,"Traces the emergence of rhetoric as a theory of public discourse developed by the Greeks and adapted by the Romans. Examines the works of such theorists as Plato, Isocrates, Aristotle, Cicero, and Quintilian."
HCOM-2352,Modern Rhetorical Theory,"Examines the evolution of rhetorical theory from the Renaissance to the present, focusing on the works of such leaders as Locke, Campbell, Richards, Burke, and Perelman. Also, studies associated movements such as epistemology, form and genre, and dramatism."
HCOM-3180,Research Lab: Healthy Relationships,"This course is geared toward the development and application of advanced research skills; such as, literature review writing, study design, data collection, and manuscript writing. Students will participate in ongoing faculty-led research projects. The course will meet one hour per week, with 2 additional hours devoted to various research activities. This course will be graded on a Pass/Fail basis, and may be repeated for up to 3 credit hours. (Also listed as COMM 3180.)   Prerequisites: consent of instructor."
HCOM-3190,Directed Studies,"Independent work under faculty supervision. The nature of the project will be agreed upon by the student and participating faculty member prior to registration. Credit varies from 1 to 4 semester hours, depending on the scope of the project.  Prerequisites: 15 hours in the discipline of Human Communication, documentation of ability to undertake study, consent of instructor."
HCOM-3290,Directed Studies,"Independent work under faculty supervision. The nature of the project will be agreed upon by the student and participating faculty member prior to registration. Credit varies from 1 to 4 semester hours, depending on the scope of the project.  Prerequisites: 15 hours in the discipline of Human Communication, documentation of ability to undertake study, consent of instructor."
HCOM-3330,Argumentation,"A study of the theoretical basis of argument as a rhetorical device for critical decision-making. Includes, but is not limited to, consideration of the types of propositions; questions of definition; uses of evidence; reasoning and delivery; and procedural issues including the burden of proof, and the nature of the decision to be made."
HCOM-3332,Computer Mediated Communication and Social Relations,"This course examines the role of computer-mediated communication in social relationships.  Students will gain practical and theoretical understanding of how communication technologies (e.g., email, social media, and mobile devices) are utilized to initiate, develop, maintain, and dissolve interpersonal and group communication. Additionally, students will gain knowledge regarding how traditional interpersonal communication concepts can be augmented to understand the increasingly mediated nature of social interaction.  Such understanding will enable students to become more mindful regarding the positive and negative outcomes of using communication technology in such areas as constructing individual or multiple self-presentations, in managing interpersonal impressions and relations, in considering communication privacy, and in providing social support."
HCOM-3334,Persuasion,"Examines theory, research, and practice in persuasive communication with an emphasis on the interaction of rhetorical and social scientific approaches. Considers the development of strategies and tactics for application in various contexts, especially campaigns and social movements. Addresses ethical issues and questions throughout."
HCOM-3350,Rhetorical Criticism,Examines approaches to the critical analysis of rhetorical discourse with emphasis on methodological issues as well as techniques for doing scholarly criticism. 
HCOM-3354,Quantitative Research Methods,"This course provides an overview of quantitative research methods and statistical analysis. Students will learn the basic elements of social scientific inquiry, including: 1) quantitative research design and methodologies; and 2) statistical analysis and hypothesis testing procedures. Students will display their knowledge by applying quantitative research methods to help understand and predict social phenomena . (Also listed as COMM 3354.)  (Offered every semester)."
HCOM-3360,Communicating in Small Groups & Teams,The Theory and practice of small group and team dynamics including the examination of such concepts as group problem solving; discussion making; normative behavior; roles; leadership; conflict; group cohesion; group climate; and teamwork.
HCOM-3362,Organizational Communication,Studies the theory and practice of communication within organizations. Includes the fit of communication into organizational theory; communication climate and cultures; leadership and management styles; information networking; and the diagnosis and evaluation of communication problems. (Also listed as BUSN 3311.)
HCOM-3364,Communication and Effective Leadership,"An examination of the theories and skills necessary for the development of effective communication and leadership.  The course includes opportunities for evaluating leaders, leadership behavior and communication in a variety of civic and non-profit contexts."
HCOM-3372,Intercultural Communication,"An introductory survey of the basic theories, research, and applications aimed at understanding and improving communication across racial, ethnic, religious, and cultural differences. It focuses on local, national, and global contexts with attention to the challenges created by identity, language, and nonverbal codes in achieving mutual understanding. (Also listed as COMM 3372.) (Offered every other year.)  Prerequisite: COMM 1301"
HCOM-3374,International Communication,"Studies communication as an essential component of international organizations and relations. Surveys major topics in international communication and emphasizes communication and international decision-making, comparative media systems and national philosophies, and Third World issues and policy development. (Also listed as COMM 3322.) Prerequisite: COMM 1301 or permission of instructor."
HCOM-3390,Directed Studies,"Independent work under faculty supervision. The nature of the project will be agreed upon by the student and participating faculty member prior to registration. Credit varies from 1 to 4 semester hours, depending on the scope of the project.  Prerequisites: 15 hours in the discipline of Human Communication, documentation of ability to undertake study, consent of instructor."
HCOM-3398,Honors Reading,Independent study in selected areas in preparation for Honors Thesis. Prerequisite: Admission to Honors Program.
HCOM-3440,Conflict and Human Communication,"Conflict is an inevitable part of our daily lives, and occurs in multiple contexts. Many people view conflict as inherently destructive, yet this need not be the case. If handled correctly, conflict can serve as the basis for positive transformation and relational growth. This course will discuss how people can improve their communication skills to manage personal, professional, and social conflicts in a constructive manner."
HCOM-3490,Directed Studies,"Independent work under faculty supervision. The nature of the project will be agreed upon by the student and participating faculty member prior to registration. Credit varies from 1 to 4 semester hours, depending on the scope of the project.  Prerequisites: 15 hours in the discipline of Human Communication, documentation of ability to undertake study, consent of instructor."
HCOM-4180,Teaching Speech and Directing Forensics Activities,"Through extra- and co-curricular study, this course examines the philosophy, methods, and problems of teaching speech communication. Emphasis is given to the administration of high school forensic programs, including debate, oratory, extemporaneous speaking, and oral interpretation. Credit varies from 1 to 4 semester hours, depending on responsibilities and/or scope of the project. Course may be repeated for a maximum of 6 credit hours.  Prerequisite: 12 hours of Human Communication or consent of instructor."
HCOM-4185,The Human Communication Peer Tutor,"Functioning as a peer mentor in introductory human communication courses, students will examine the philosophy, methods, and challenges of teaching speech under the direction of the human communication instructor for the course. Credit varies from 1 to 3 semester hours, depending on responsibilities and/or scope of the project. Course may be repeated for a maximum of 6 credit hours.  Prerequisite: 15 hours of Human Communication or consent of instructor."
HCOM-4190,Directed Studies,"Independent work under faculty supervision. The nature of the project will be agreed upon by the student and participating faculty member prior to registration. Credit varies from 1 to 4 semester hours, depending on the scope of the project.  Prerequisites: 15 hours in the discipline of Human Communication, documentation of ability to undertake study, consent of instructor."
HCOM-4197,Human Communication Internship,Supervised on- and off-campus experience in human communication appropriate to the student's specialty. Specific guidelines are available in the departmental office. Credit varies with responsibilities. May be repeated for a maximum of six hours of credit.  Prerequisites: 12 semester hours of Human Communication coursework and permission of instructor.
HCOM-4280,Teaching Speech and Directing Forensics Activities,"Through extra- and co-curricular study, this course examines the philosophy, methods, and problems of teaching speech communication. Emphasis is given to the administration of high school forensic programs, including debate, oratory, extemporaneous speaking, and oral interpretation. Credit varies from 1 to 4 semester hours, depending on responsibilities and/or scope of the project. Course may be repeated for a maximum of 6 credit hours.  Prerequisite: 12 hours of Human Communication or consent of instructor."
HCOM-4285,The Human Communication Peer Tutor,"Functioning as a peer mentor in introductory human communication courses, students will examine the philosophy, methods, and challenges of teaching speech under the direction of the human communication instructor for the course. Credit varies from 1 to 3 semester hours, depending on responsibilities and/or scope of the project. Course may be repeated for a maximum of 6 credit hours.  Prerequisite: 15 hours of Human Communication or consent of instructor."
HCOM-4290,Directed Studies,"Independent work under faculty supervision. The nature of the project will be agreed upon by the student and participating faculty member prior to registration. Credit varies from 1 to 4 semester hours, depending on the scope of the project.  Prerequisites: 15 hours in the discipline of Human Communication, documentation of ability to undertake study, consent of instructor."
HCOM-4297,Human Communication Internship,Supervised on- and off-campus experience in human communication appropriate to the student's specialty. Specific guidelines are available in the departmental office. Credit varies with responsibilities. May be repeated for a maximum of six hours of credit.  Prerequisites: 12 semester hours of Human Communication coursework and permission of instructor.
HCOM-4340,Gender and Human Communication,"Gender is both personal and social.  It is personal because it infiltrates our daily lives; it plays an important part in our identities, our relationships, the goals we set for ourselves, the things we value, and the ways we communicate. Gender is social in that it exists in and is created and sustained by social interactions, positions, and roles, as well as by cultural discourses and institutions.  In this course, we will seek out the ways that gender is communicated and the ways communication is gendered."
HCOM-4350,Political Communication,Studies communication aspects of the political processes in a democratic society with an emphasis on contemporary political campaigns; presidential and congressional rhetoric; and less public forms of communication in the policy-making process. (Also listed as PLSI 3304.)
HCOM-4380,Teaching Speech and Directing Forensics Activities,"Through extra- and co-curricular study, this course examines the philosophy, methods, and problems of teaching speech communication. Emphasis is given to the administration of high school forensic programs, including debate, oratory, extemporaneous speaking, and oral interpretation. Credit varies from 1 to 4 semester hours, depending on responsibilities and/or scope of the project. Course may be repeated for a maximum of 6 credit hours.  Prerequisite: 12 hours of Human Communication or consent of instructor."
HCOM-4385,The Human Communication Peer Tutor,"Functioning as a peer mentor in introductory human communication courses, students will examine the philosophy, methods, and challenges of teaching speech under the direction of the human communication instructor for the course. Credit varies from 1 to 3 semester hours, depending on responsibilities and/or scope of the project. Course may be repeated for a maximum of 6 credit hours.  Prerequisite: 15 hours of Human Communication or consent of instructor."
HCOM-4390,Directed Studies,"Independent work under faculty supervision. The nature of the project will be agreed upon by the student and participating faculty member prior to registration. Credit varies from 1 to 4 semester hours, depending on the scope of the project.  Prerequisites: 15 hours in the discipline of Human Communication, documentation of ability to undertake study, consent of instructor."
HCOM-4391,Special Topics in Public Communication,"An in-depth study of special topics in public communication including, but not limited to, the Rhetoric of the Women's Movement, American Public Address, British Public Address, and Social Movement Rhetoric. May be repeated when subject varies. Maximum credit is six credit hours."
HCOM-4394,Seminar in Human Communication,"A variable content seminar emphasizing selected topics in human communication theory, research, and/or application. May be repeated for credit with a different topic. Maximum credit is nine credit hours."
HCOM-4397,Human Communication Internship,Supervised on- and off-campus experience in human communication appropriate to the student's specialty. Specific guidelines are available in the departmental office. Credit varies with responsibilities. May be repeated for a maximum of six hours of credit.  Prerequisites: 12 semester hours of Human Communication coursework and permission of instructor.
HCOM-4398,Honors Readings,Individual research and scholarly investigation under faculty supervision leading to the preparation of an Honors Thesis. To be taken only by senior Honors students in both semesters of their senior year.
HCOM-4399,Honors Thesis,Individual research and scholarly investigation under faculty supervision leading to the preparation of an Honors Thesis. To be taken only by senior Honor students in both semesters of their senior year.
HCOM-4480,Teaching Speech and Directing Forensics Activities,"Through extra- and co-curricular study, this course examines the philosophy, methods, and problems of teaching speech communication. Emphasis is given to the administration of high school forensic programs, including debate, oratory, extemporaneous speaking, and oral interpretation. Credit varies from 1 to 4 semester hours, depending on responsibilities and/or scope of the project. Course may be repeated for a maximum of 6 credit hours.  Prerequisite: 12 hours of Human Communication or consent of instructor."
HCOM-4490,Directed Studies,"Independent work under faculty supervision. The nature of the project will be agreed upon by the student and participating faculty member prior to registration. Credit varies from 1 to 4 semester hours, depending on the scope of the project.  Prerequisites: 15 hours in the discipline of Human Communication, documentation of ability to undertake study, consent of instructor."
HCOM-4497,Human Communication Internship,Supervised on- and off-campus experience in human communication appropriate to the student's specialty. Specific guidelines are available in the departmental office. Credit varies with responsibilities. May be repeated for a maximum of six hours of credit.  Prerequisites: 12 semester hours of Human Communication coursework and permission of instructor.
THTR-1100,University Theatre Company I,"Course focuses on specific responsibilities assigned by faculty and staff regarding University Theatre Productions. Included are performance, assistant directing, dramaturgy, choreography, and a weekly course meeting. May be repeated for three credit hours. Students working in University Theatre Productions who are neither theatre majors nor minors are encouraged to enroll in THTR 1100 but are not required to do so."
THTR-1101,University Theatre Company II,"Course focuses on specific responsibilities assigned by faculty and staff regarding University Theatre Productions.  Included are performance, construction, running and operating crews, assistant stage management, and a weekly course meeting.  May be repeated for four credit hours. Students working in University Theatre Productions who are neither drama majors nor minors are encouraged to enroll in THTR 1101 but are not required to do so."
THTR-1154,Dance for Theatre,"Dance for theater is for students of various levels of expertise in dance, ranging from beginner to advanced, to acquire and polish their skills and convey character through dance.  The topic varies based on production needs within the department, but all courses will be primarily skill-based and performance oriented, with short choreography and dance appreciation segments. Topics may include: jazz, tap, modern, ballet, choreography, and other pertinent dance forms. Course is repeatable for up to six credit hours."
THTR-1303,Advanced Placement Credit in Theatre,Trinity First Year students who complete the IB HL Exam in Theatre with a score of 5 can be granted Theatre 1303.
THTR-1304,Introduction to Theatre,"A hands-on approach to the fundamentals of theatre including literature, acting, directing, and design. Intended as a survey, this course will provide an overview of theatre's numerous components, from the page to the stage, so that the beginning student may better understand the theatrical world."
THTR-1306,Oral Interpretation,Examines the performative and other critical approaches to the study of literature. Investigates and explores critical methods for analyzing texts and their application to the oral study and performance of a variety of literary genres. (Same as HCOM 1323.)
THTR-1320,Introduction to Production Techniques,"Introduction to traditional stagecraft, including backstage organization, scenery construction, theatrical lighting, sound design, scene painting and drafting.  May be taken instead of THTR 1330 as core credit towards the major."
THTR-1330,Principles of Costume Construction,"An introductory course that explores the fundamentals of costume construction, patterning and draping, textiles, and related crafts such as millinery and fabric painting and dyeing. May be taken instead of THTR 1320 as core credit toward the major."
THTR-1342,Arts Entrepreneurship Mindset,"Artists create!  Do they see themselves as entrepreneurs? How do they create value for customer/client? How do they deliver that value to a customer/client?   How they capture the worth of that value? Specifically designed for performers, writers, composers, musicians, conductors, designers, painters, photographers, sculptors, theatre directors, artistic directors, actors, poets and other creatives, this class offers a framework, tools, and a community of peers and mentors to develop an entrepreneurial mindset. The students will start from the craft they know, learn the craft they need to create value.  Students will examine the breadth of professional opportunities available in the Creative Economy and in the individual's field of arts practice, and explore strategies for pursuing them. (Also listed as ENTR 1342)."
THTR-1343,Improvisation,"This course teaches students to increase spontaneity and intuition.  Students will practice generating scenes and creating hypothetical worlds without scripts or pre-planning.  Using exercises drawn from theatre as well as from music, visual art, storytelling, writing, extemporaneous speaking, and dance, students will learn to develop the spontaneous aspects of creativity and to collaborate effectively with peers."
THTR-1350,Introduction to Acting,"This class will provide the beginning acting student with basic acting techniques and vocabulary through exercises, monologues, and scene work.  (Not available for P/F option.) Students may not receive credit for both THTR 1350."
THTR-2100,Stage Makeup Design,"Introductory course that studies the theory and practice of makeup design and application for the stage, including the creation of special effects."
THTR-2301,American Musical Theater,"Studies of the source materials, stage and film adaptations, and integration of musical and dramatic elements that led to the development of the Broadway musical as an American tradition.  (Also listed as MUSC-2301)."
THTR-2310,Principles of Design,This course is an experiential introduction to the art of design. Students explore 2-D and 3-D compositional problems and practice integrating visual elements with aesthetic principles to communicate creative solutions. Students may not receive credit for both ART 1410 and THTR 2310.
THTR-2312,Experiential Design,"Experiential Design is a discussion and projects  based course which studies the various  interactive, immersive and experience based  attractions that utilize theatre design as a  basis. This includes theme parks, public art,  museum exhibits, escape rooms, tradeshows and  corporate events, and retail. Students will  develop analytical and interpretive skills for  devising environments that portray storylines to  guests, customers, and audiences, while stressing  research skills. We will also explore different  methods of design presentation as a means to  communicate one's visual interpretation of design  ideas through sketching, collage making, Sketchup  models and Photoshop. Basics tutorials for  computer software will be given in class. Each  student will be expected to develop basic  creative communication and collaboration,  research, sketching, collaging and presenting  skills. Classes will be a combination of  lectures, discussions, in class Studio work, and  critiques.  Through class presentations and  discussions of their work, as well as evaluating  choices made by the professional designers,  students will develop skills for critical  evaluation of their own work and that of others.  Completion of THTR 2310 is recommended but not  required.  (Offered every Spring.)"
THTR-2313,Introduction to Scene Design,"Introduction to Scene Design is a discussion and project-based course which studies the skills, techniques, communication and collaboration, thought process, and presentation that goes into designing scenery for the stage at an introductory level. The course will examine the work of prominent scenic designers and their relevant works as well as looking at other types of careers that a scenic design background can nurture. Students will be challenged to conceptualize, develop, and curate the ""world of the play"" through their own thoughtful analysis and interpretation of the script. Research, rendering, drafting, model building, storyboarding, and presentation skills will be explored through the various projects.  (Offered every other year.)"
THTR-2314,Principles of Stage Lighting,"An introductory course that explores the use of light as an artistic medium in theatrical productions. This overview course acquaints the students with the equipment, design elements, and conceptual processes employed in lighting design."
THTR-2315,Scene Painting for Theatre,"This course introduces students to the study of color theory, various scenic painting methods, faux finish techniques, and painting styles practiced in the theatre, film, and museum industries and beyond."
THTR-2316,Dramatic Literature,"A survey of dramatic literature in the western canon from Ancient Greeks to the contemporary era. Students will read and discuss a significant number and range of plays in their theatrical, social, and cultural contexts."
THTR-2332,Play Structure and Analysis,This course will introduce students to multiple theatrical models and methods used to understand dramatic structure and to analyze specific plays. This course seeks answer to the question: How can we discover the ways in which plays work?  (Also listed as GRST 2332.)
THTR-2340,Creative Thinking and the Artistic Process,"This course encourages students to synthesize a theoretical and experimental approach to the creative process as studied through the visual arts, music, creative writing, and theatre. Students enter into the creative process as a means to develop creative self-expression, aesthetic sensibility, and an understanding of the arts. The nature and drive of artistic endeavor is explored through studies of the lives of significant thinkers and artists, examinations of art works, guests lectures, and projects. Students will engage in activities and projects that will enable them to access and develop their own creative thinking skills in concert with traditional, analytic modes.  (Also listed as ART 2314, GNED 2340, ENGL 2340, and MUSC 2340.)"
THTR-2352,Acting II: Scene Study,"This course will focus on scene work from a variety of periods and playwrights, and in class exercises to further develop the acting student's ability.  (Also listed as GRST 2352)  Prerequisites: THTR 1350, and at least Sophomore standing or permission of instructor."
THTR-2354,Voice and Speech,"Students will develop a foundation for voice work that focuses on freeing the instrument from tension as well as improving overall diction, articulation, tone, quality, and volume.  By developing breath awareness and enhancing the responsiveness of the vocal resonating chambers, students will develop and strengthen their articulation, identify and address personal speech issues, and cultivate a free and expressive voice to address any audience.  (Offered every year).  (Also listed as HCOM 2313.)"
THTR-2356,Physical Theatre Laboratory,"Drawing together movement, dance, text, mask, song, fiction, and design, students will develop a creative vocabulary that will lay the foundation of a physical approach to theatre. By recalling the traditional popular theatre forms of commedia dell' arte and clowning, as well as mask performance and puppetry, the students will explore the creation of a performance which breaks the boundaries of individual disciplines."
THTR-3097,Theatre Internship,"Supervised off-campus experience in theatre production and/or management appropriate to the student's specialty. Credit varies with responsibilities, but maximum is three credit hours."
THTR-3190,Directed Studies,"Independent work under faculty supervision. The nature of the project will be agreed upon by the student and participating faculty member prior to registration. Credit may vary from 1 to 3 hours depending  on the scope of the project. Maximum credit three hours.  Prerequisites: 15 hours in Theatre, documentation of ability to undertake study, consent of instructor."
THTR-3197,Theatre Internship,"Supervised off-campus experience in theatre production and/or management appropriate to the student's specialty. Credit varies with responsibilities, but maximum is three credit hours."
THTR-3215,Design Project,"Students design costumes, lights, or scenery which is actualized in a university mainstage production Admission to course by consent of Theatre Faculty and Staff."
THTR-3227,Stage Management Project,Provides the students with the opportunity to stage manage a university theatre production. Admission to course by consent of the Theatre Faculty and Staff.
THTR-3290,Directed Studies,"Independent work under faculty supervision. The nature of the project will be agreed upon by the student and participating faculty member prior to registration. Credit may vary from 1 to 3 hours depending  on the scope of the project. Maximum credit three hours.  Prerequisites: 15 hours in Theatre, documentation of ability to undertake study, consent of instructor."
THTR-3297,Theatre Internship,"Supervised off-campus experience in theatre production and/or management appropriate to the student's specialty. Credit varies with responsibilities, but maximum is three credit hours."
THTR-3301,Theatre Graphics,"An examination of current graphic techniques used to communicate designer concepts for the theatre and related fields, which include perspective drawing for the stage, costume drawing, scenic and costume rendering, and an understanding of selected computer-assisted design softwares."
